,title,bids,err_bids,link,price,weekday,date,err_date,hour,ampm,Description,cat
10,2017 Panini Donruss Optic Rated Rookie Autograph Gold Vinyl Prizm #177 Patrick Mahomes II Signed Rookie Card (#1/1) – SGC NM-MT 8,23,0,https://goldin.co/item/2017-donruss-optic-gold-vinyl-prizm-177-patrick-mahomes-ii-signed-rooknx88j,"$135,066 ",Thu,2/9/2023,0,5:16,AM,"Graded NM-MT 8 by SGC (0374685). Rookie Card. Kansas City Chiefs quarterback Patrick Mahomes II—the 2018 NFL Most Valuable Player—has signed this glorious and wholly unique Panini Donruss Optic Rated Rookie Autograph Gold Vinyl Prizm collectible in black ink. One of the most prolific quarterbacks in NFL history, Mahomes is one of two signal-callers (alongside Peyton Manning) to pass for more than 5,000 yards and 50 touchdowns in a single season. The former Texas Tech star—a five-time Pro Bowler—reached the 5,000 passing yard milestone for the second time in his career in 2022. Mahomes is the recipient of the second-largest known contract in sports history and is rapidly becoming a lock for Hall of Fame enshrinement when his career winds to a close. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""1/1."" ",1
11,"2017 Panini National Treasures Rookie Patch Autograph (RPA) #161 Patrick Mahomes II Signed Patch Rookie Card (#07/99) – BGS GEM MINT 9.5, Beckett 10",19,0,https://goldin.co/item/2017-panini-national-treasures-161-patrick-mahomes-ii-signed-patch-rooird6u,"$110,400 ",Thu,2/9/2023,0,5:52,AM,"Graded GEM MINT 9.5 by BGS, with autograph graded ""10"" by Beckett (0010717627). Rookie Card. No examples of this piece have achieved a higher grade in BGS' census reporting. Patrick Mahomes II has signed this exceptional Panini National Treasures Rookie Patch Autograph collectible in vibrant blue ink. A multicolored player-worn material patch highlights the cardfront presentation. Mahomes—one of the most prolific quarterbacks in the NFL—was named the 2018 NFL Most Valuable Player in his first season as the starter in Kansas City. The card's BGS condition report: Centering: 9.5, Corners: 9, Edges: 9.5, Surface: 10. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""07/99."" 
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change. ",1
12,"2017 Panini National Treasures Rookie Patch Autograph (RPA) Holo Silver #161 Patrick Mahomes II Signed Patch Rookie Card (#05/25) – BGS NM-MT+ 8.5, Beckett 10",12,0,https://goldin.co/item/2017-panini-national-treasures-holo-silver-161-patrick-mahomes-ii-signclkmq,"$39,600 ",Thu,2/9/2023,0,6:26,AM,"Graded NM-MT+ 8.5 by BGS, with autograph graded ""10"" by Beckett (00010963558). Rookie Card. Patrick Mahomes II—the 2018 NFL Most Valuable Player—has signed this fresh Panini National Treasures Rookie Patch Autograph Holo Silver debut-year collectible in blue ink. The cardfront presentation incorporates a multicolored player-worn material patch. A generational quarterback, Mahomes led Kansas City to a historic Super Bowl LIV title against the San Francisco 49ers. The former Texas Tech star has helmed the Kansas City offense for five seasons, earning five-consecutive Pro Bowl nods and establishing himself as one of the premier sportsmen in North America. The card's BGS condition report: Centering: 9, Corners: 9.5, Edges: 9, Surface: 7.5. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""05/25."" ",1
13,"2017 Panini National Treasures Rookie Patch Autograph (RPA) #161 Patrick Mahomes II Signed Patch Rookie Card (#96/99) – BGS GEM MINT 9.5, Beckett 10",19,0,https://goldin.co/item/2017-panini-national-treasures-161-patrick-mahomes-ii-signed-patch-roov6s9f,"$110,400 ",Thu,3/2/2023,0,4:59,AM,"Graded GEM MINT 9.5 by BGS, with autograph graded ""10"" by Beckett (0010499923). Rookie Card. No example of this piece recorded in BGS' census reporting has achieved a higher grade. Kansas City Chiefs star quarterback Patrick Mahomes II has contributed a blue ink signature to this Panini National Treasures Rookie Patch Autograph debut-year collectible. The cardfront presentation is highlighted by a multicolored player-worn material patch. A five-time Pro Bowler, Mahomes has quickly ascended to the highest echelon of NFL superstardom in his young career. The card's BGS condition report: Centering: 10, Corners: 9.5, Edges: 9, Surface: 9.5. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""96/99."" 
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change.",1
14,2018 Panini National Treasures Rookie Patch Autograph (RPA) #163 Josh Allen Signed Patch Rookie Card (#77/99) – PSA GEM MT 10,15,0,https://goldin.co/item/2018-panini-national-treasures-patch-autograph-163-josh-allen-signed-p1qe2l,"$85,200 ",Thu,2/9/2023,0,4:58,AM,"Graded GEM MT 10 by PSA (43578444). Rookie Card. Among the 33 examples of this piece recorded in PSA's census reporting, this is one of 13 graded at its unimprovable tier. Buffalo Bills superstar quarterback Josh Allen—the seventh overall selection in the 2018 NFL Draft—has signed this exemplary Panini National Treasures Rookie Patch Autograph collectible in blue ink. A multicolored player-worn material patch highlights the cardfront presentation. A two-time Pro Bowl selection, Allen is one of the NFL's premier dual-threat quarterbacks, using his 6-foot-5-inch frame and surprising quickness to routinely steamroll defenses on his way to the end zone. Allen owns career-highs of 4,544 passing yards and 37 passing touchdowns, both set in the 2020 campaign. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""77/99."" 
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change. ",1
15,"2018 Panini Contenders Super Bowl Ticket Autograph #105 Josh Allen, No Feet Visible Signed Rookie Card (#1/1) – PSA NM-MT 8, PSA/DNA GEM MT 10",9,0,https://goldin.co/item/2018-panini-contenders-no-feet-autograph-super-bowl-105-josh-allen-sig3q3b1,"$55,200 ",Thu,2/9/2023,0,5:03,AM,"Graded NM-MT 8 by PSA, with Autograph Certified and graded GEM MT 10 by PSA (43782114). Rookie Card. Josh Allen has signed this incredible and wholly unique Panini Contenders Super Bowl Ticket Autograph, No Feet Visible debut-year collectible in blue ink. Allen—one of the NFL's premier dual-threat quarterbacks—turned in another fantastic season in 2022, leading the Buffalo Bills to a 13-3 record while passing for 4,283 yards and 35 touchdowns. The former Wyoming star made his second Pro Bowl appearance and captured his third-consecutive AFC East Division title. Allen added 762 rushing yards—one shy of his career-high—and tallied seven rushing touchdowns in 2022. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""1/1."" ",1
16,"2020 Panini National Treasures Rookie Patch Autograph (RPA) Holo Gold #158 Justin Herbert Signed Patch Rookie Card (#02/10) - BGS MINT 9, Beckett 10 ",14,0,https://goldin.co/item/2020-panini-national-treasures-158-justin-herbert-signed-patch-rookietse8a,"$46,800 ",Thu,4/27/2023,0,5:00,AM,"Graded MINT 9 by BGS, with Autograph Grade 10 by Beckett (0015503076). Rookie Card. Among the eight examples of this piece recorded in BGS' census reporting, only one has achieved a higher grade. Los Angeles Chargers star quarterback Justin Herbert—a perennial NFL Most Valuable Player contender—has signed this elite Panini National Treasures Rookie Patch Autograph Holo Gold debut-year collectible in blue ink. A multicolored authentic memorabilia patch highlights the cardfront presentation. The card's BGS condition report: Centering: 9.5, Corners: 9.5, Edges: 8.5, Surface: 9. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""02/10."" 
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change.",1
17,"2021 Panini National Treasures Rookie Patch Autographs (RPA) Red Laundry Tag #156 Trevor Lawrence Signed Patch Rookie Card (#1/1) – PSA NM-MT 8, PSA/DNA GEM MT 10",12,0,https://goldin.co/item/2021-panini-national-treasures-rookie-patch-autographs-rpa-red-laundrytzqr3,"$39,601 ",Thu,2/9/2023,0,4:59,AM,"Graded NM-MT 8 by PSA, with Autograph Certified and graded GEM MT 10 by PSA/DNA (65313588). Rookie Card. Jacksonville Jaguars quarterback Trevor Lawrence has contributed a blue ink signature to this debut-year Panini National Treasures Rookie Patch Autographs Red Laundry Tag collectible. The cardfront presentation is highlighted by a multicolored authentic laundry tag patch. Lawrence overcame a disastrous start to his playoff debut, rallying an incredible second-half comeback to erase a 27-0 deficit to defeat the Los Angeles Chargers 31-30 in the 2022 NFL Wild Card Round. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""1/1."" ",1
18,"2000 Playoff Contenders Rookie Ticket Autograph #144 Tom Brady Signed Rookie Card – BGS MINT 9, Beckett 10",23,0,https://goldin.co/item/2000-panini-contenders-rookie-ticket-autograph-144-tom-brady-signed-rokg2i5,"$51,600 ",Thu,3/30/2023,0,4:30,AM,"Graded MINT 9 by BGS, with Autograph Grade 10 by Beckett (0004586874). Rookie Card. Among the 670 examples of this piece recorded in BGS' census reporting, fewer than 3 percent have achieved a higher grading tier. Future Hall of Famer Tom Brady has signed this coveted Playoff Contenders Rookie Ticket Autograph debut-year collectible in black ink. A seven-time Super Bowl champion, Brady retired following the 2022 NFL season as the all-time leader in most significant passing statistics. The card's BGS condition report: Centering: 9.5, Corners: 9, Edges: 9, Surface: 9. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. 
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change. ",1
19,1958 Topps #62 Jim Brown Rookie Card - BVG NM-MT+ 8.5,27,0,https://goldin.co/item/1958-topps-62-jim-brown-rookie-card-bvg-nm-mt-8-5t529h,"$36,000 ",Thu,4/27/2023,0,5:28,AM,"Graded NM-MT+ 8.5 by BVG (0009082900). Hall of Famer, in his debut-year gum card appearance. Among more than 860 copies recorded in BVG's census reporting, this is the lone example at its tier with just one confirmed at a higher level. This treasured memento of the star fullback's rookie year is distinguished by lethally sharp corners and enviable presentation quality. Here's the undisputed key card from Topps' 1958 football offering.
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change.",1
20,"2017 Panini National Treasures Rookie Patch Autographs (RPA) #161 Patrick Mahomes II Signed Patch Rookie Card (#30/99) – BGS MINT 9, Beckett 10",12,0,https://goldin.co/item/2017-panini-national-treasures-rookie-patch-autograph-rpa-161-patrick8lkw0,"$39,600 ",Thu,3/30/2023,0,4:30,AM,"Graded MINT 9 by BGS, with Autograph Grade 10 by Beckett (0012556250). Rookie Card. Kansas City Chiefs star quarterback Patrick Mahomes II has contributed a blue ink signature to this Panini National Treasures Rookie Patch Autographs debut-year collectible. A red Mahomes-worn material patch highlights the cardfront presentation. Mahomes II—the 2018 and 2022 NFL Most Valuable Player—is widely regarded as the best quarterback in the NFL today. Mahomes took home his second Super Bowl MVP Award after leading Kansas City to a thrilling 38-35 victory over the Philadelphia Eagles in Super Bowl LVII. The card's BGS condition report: Centering: 9, Corners: 9.5, Edges: 9, Surface: 8.5. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""30/99."" ",1
21,2000 Bowman Chrome Refractor #236 Tom Brady Rookie Card – BGS MINT 9,13,0,https://goldin.co/item/2000-bowman-chrome-refractor-236-tom-brady-rookie-card-bgs-mint-9nf5zj,"$27,600 ",Thu,2/9/2023,0,4:30,AM,"Graded MINT 9 by BGS (0010340275). Rookie Card. Future Hall of Famer Tom Brady—a seven-time Super Bowl champion—shines on this coveted Bowman Chrome Refractor debut-year collectible. The consensus greatest player in football history, Brady led the NFL in both passing yards and touchdowns in the 2021 season. The former Michigan Wolverine is the all-time leader in both categories, with over 26,000 more passing yards than the highest active player on the list. The card's BGS condition report: Centering: 9.5, Corners: 9.5, Edges: 9.5, Surface: 8. A desirable, high-grade rookie card of one of America's greatest athletes. ",1
22,"2017 Panini National Treasures Rookie NFL Gear Signature Combos NFL Shield Tag #RSC-PM Patrick Mahomes II Signed Patch Rookie Card (#1/1) – PSA NM 7, PSA/DNA GEM MT 10",32,0,https://goldin.co/item/2017-panini-national-treasures-rookie-nfl-gear-red-rsc-pm-patrick-mahoi34l5,"$57,601 ",Thu,3/30/2023,0,6:12,AM,Authentication-PSA-G10110930,1
23,"2000 Upper Deck SP Authentic #118 Tom Brady Signed Rookie Card (#1054/1250) – PSA GEM MT 10, PSA/DNA GEM MT 10 – Pop 1",28,0,https://goldin.co/item/2000-upper-deck-sp-authentic-118-tom-brady-signed-rookie-1054-1250-psa45owd,"$210,000 ",Thu,3/2/2023,0,6:21,AM,No Data,1
24,"2000 Upper Deck SPx Spectrum #130 Tom Brady Signed and Inscribed Rookie Card (#22/25) – PSA EX 5, PSA/DNA NM 7 – Pop 1",2,0,https://goldin.co/item/2000-upper-deck-spx-spectrum-130-tom-brady-rookie-card-22-25-psa-ex-5oo81p,"$13,200 ",Thu,3/2/2023,0,4:30,AM,"Graded EX 5 by PSA, with Autograph Certified and graded NM 7 by PSA/DNA (65643462). Rookie Card. This is the lone example of this piece recorded in PSA/DNA's census reporting. Future Hall of Famer Tom Brady has signed this low-mintage Upper Deck SPx Spectrum debut-year collectible in red ink, inscribing ""To Christopher"" and adding his number ""12"" to his signature. A seven-time Super Bowl champion, Brady announced his retirement from the NFL before Super Bowl LVII. Brady retired as the NFL's all-time leader in passing yards (89,214) and touchdowns (649), earning worldwide acclaim as the greatest player in league history. The limited-edition piece is serial-numbered ""22/25."" 
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change. ",1
25,"2018 Panini National Treasures Rookie Patch Autograph (RPA) #163 Josh Allen Signed Patch Rookie Card (#78/99) – BGS GEM MINT 9.5, Beckett 10",16,0,https://goldin.co/item/2018-panini-national-treasures-153-josh-allen-signed-patch-rookie-cardze59g,"$35,100 ",Thu,3/30/2023,0,4:33,AM,"Graded GEM MINT 9.5 by BGS, with Autograph Grade 10 by Beckett (0012815011). Rookie Card. Among the more than 75 examples of this piece recorded in BGS' census reporting, this is one of 16 graded at its tier, with none graded higher. Buffalo Bills dual-threat superstar Josh Allen has signed this stellar Panini National Treasures Rookie Patch Autograph debut-year collectible in blue ink. One of the NFL's premier quarterbacks, Allen has quickly become a perennial Most Valuable Player candidate. A multicolored player-worn material patch highlights the cardfront presentation. The card's BGS condition report: Centering: 9.5, Corners: 9.5, Edges: 9, Surface: 9.5. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""78/99."" 
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change. ",1
26,"2017 Panini National Treasures Rookie Patch Autograph (RPA) Holo Silver #161 Patrick Mahomes II Signed Patch Rookie Card (#04/25) - BGS MINT 9, Beckett 10",20,0,https://goldin.co/item/2017-panini-national-treasures-holo-silver-161-patrick-mahomes-ii-signebt8y,"$50,400 ",Thu,4/27/2023,0,4:48,AM,"Graded MINT 9 by BGS, with Autograph Grade 10 by Beckett (0010766668). Rookie Card. Patrick Mahomes II—a two-time NFL Most Valuable Player and two-time Super Bowl champion—has signed this exquisite Panini National Treasures Rookie Patch Autograph Holo Silver debut-year collectible in blue ink. A multicolored player-worn material patch highlights the cardfront presentation. The card's BGS condition report: Centering: 8.5, Corners: 9, Edges: 9, Surface: 9. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""04/25."" 
This enviable collectible comes from Sell Collectible Cards, a partner of Goldin's Rip & Flip program.
For more information about Goldin's Rip & Flip program, visit http://goldin.co/ripandflip.",1
27,"2017 Panini Contenders Championship Ticket Autograph #343 Patrick Mahomes II Signed Rookie Card (#3/5) – PSA MINT 9, PSA/DNA Authentic – Pop 1 ",11,0,https://goldin.co/item/2017-panini-contenders-autograph-championship-ticket-343-patrick-mahomdsb4n,"$24,000 ",Thu,3/2/2023,0,4:30,AM,"Graded MINT 9 by PSA, with Autograph Certified and assessed ""Authentic"" by PSA/DNA (41128959). Rookie Card. This is the lone example of this piece recorded in PSA/DNA's census reporting. Patrick Mahomes II—the 2018 and 2022 NFL Most Valuable Player—has signed this low-mintage and ultra-elite Panini Contenders Championship Ticket Autograph collectible in black ink. One of the most prolific quarterbacks in NFL history, Mahomes is one of just two players to record a season with more than 5,000 passing yards and 50 touchdowns. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""3/5."" 
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change.",1
28,"2017 Panini Contenders Rookie Ticket Autograph #303 Patrick Mahomes II Signed Rookie Card – BGS PRISTINE 10, Beckett 10 – Pop 2",21,0,https://goldin.co/item/2017-panini-contenders-303-patrick-mahomes-ii-signed-rookie-card-bgs-ph12a9,"$54,000 ",Thu,3/2/2023,0,4:30,AM,"Graded PRISTINE 10 by BGS, with Autograph Grade 10 by Beckett (0010377908). Rookie Card. Among the more than 110 examples of this piece recorded in BGS' census reporting, this is one of two cards graded at its tier, with none graded higher. Patrick Mahomes II—the 2018 and 2022 NFL Most Valuable Player—has signed this stellar Panini Contenders Rookie Ticket Autograph debut-year collectible in black ink. The card's BGS condition report: Centering: 10, Corners: 10, Edges: 9.5, Surface: 10. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. 
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change. 
Please note that the card's BGS holder displays visible scratches; however, the card inside remains wholly unaffected.",1
29,2018 Panini National Treasures Rookie Patch Autograph (RPA) #163 Josh Allen Signed Patch Rookie Card (#26/99) – PSA MINT 9,21,0,https://goldin.co/item/2018-panini-national-treasures-rookie-patch-autograph-rpa-163-josh-allkzooi,"$29,400 ",Thu,3/2/2023,0,4:30,AM,"Graded MINT 9 by PSA (51911957). Rookie Card. Dual-threat phenom Josh Allen has contributed a blue ink signature to this Panini National Treasures Rookie Patch Autograph debut-year collectible. The cardfront presentation is highlighted by a multicolored player-worn material patch. The former Wyoming gunslinger has developed into one of football's premier superstars five seasons into his career, with NFL defenses unable to counter Allen's virtuosic skill in all facets of quarterbacking. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""26/99.""",1
